Customer ID,Last Purchase Date,Total Number of Purchases,Total Spend (Monetary Value),Account Created Date
C07215,2024-05-27 17:29:59.452452,5,99.0128043726278,2023-04-29 17:29:59.452452
C07216,2023-06-25 17:29:59.452452,2,369.03406021657963,2023-02-07 17:29:59.452452
C07217,2024-05-12 17:29:59.452452,2,173.08546993514724,2021-07-23 17:29:59.452452
C07218,2023-07-17 17:29:59.452452,4,175.82328647072518,2021-10-22 17:29:59.452452
C07219,2022-01-11 17:29:59.452452,2,115.01947366206443,2021-11-18 17:29:59.452452
C07220,2021-11-05 17:29:59.452452,3,184.10979513511617,2024-08-29 17:29:59.452452
C07221,2021-10-06 17:29:59.452452,10,177.73617166350385,2020-12-12 17:29:59.452452
C07222,2024-01-31 17:29:59.452452,1,156.33455251004924,2024-03-18 17:29:59.452452
C07223,2024-01-11 17:29:59.452452,3,181.29221202555766,2023-12-09 17:29:59.452452
C07224,2024-05-12 17:29:59.452452,4,603.566141175738,2022-04-29 17:29:59.452452
C07225,2023-08-13 17:29:59.452452,2,169.04694712748335,2021-07-17 17:29:59.452452
C07226,2020-10-15 17:29:59.452452,3,851.4023305198562,2021-12-06 17:29:59.452452
C07227,2023-07-30 17:29:59.452452,3,149.62860288536575,2024-09-09 17:29:59.452452
C07228,2024-06-19 17:29:59.452452,3,250.29967678421127,2020-10-20 17:29:59.452452
C07229,2021-06-07 17:29:59.452452,9,410.901132504736,2023-11-21 17:29:59.452452
C07230,2024-06-20 17:29:59.452452,8,278.53412972260304,2023-01-14 17:29:59.452452
C07231,2024-02-22 17:29:59.452452,1,763.2815795348898,2024-06-29 17:29:59.452452
C07232,2024-05-05 17:29:59.452452,3,55.60587549731471,2024-05-31 17:29:59.452452
C07233,2024-07-13 17:29:59.452452,2,113.85019167774915,2023-07-13 17:29:59.452452
C07234,2024-07-29 17:29:59.452452,1,111.928027391417,2024-05-17 17:29:59.452452
C07235,2024-04-12 17:29:59.452452,2,164.98720882320902,2024-03-06 17:29:59.452452
C07236,2023-10-25 17:29:59.452452,1,195.43225733182788,2023-01-16 17:29:59.452452
C07237,2022-10-27 17:29:59.452452,6,963.5929982554769,2022-10-04 17:29:59.452452
C07238,2023-07-25 17:29:59.452452,3,884.652256527111,2023-02-21 17:29:59.452452
C07239,2023-06-12 17:29:59.452452,6,134.93995564326536,2021-02-07 17:29:59.452452
C07240,2024-04-13 17:29:59.452452,1,322.1727251841092,2024-06-02 17:29:59.452452
C07241,2022-12-04 17:29:59.452452,5,659.6477362375447,2022-06-03 17:29:59.452452
C07242,2022-05-25 17:29:59.452452,1,95.9430802855135,2022-12-18 17:29:59.452452
C07243,2024-06-10 17:29:59.452452,7,156.47784031730978,2022-04-11 17:29:59.452452
C07244,2023-11-17 17:29:59.452452,5,871.867738365204,2022-05-04 17:29:59.452452
C07245,2023-12-19 17:29:59.452452,3,144.27051570996332,2022-11-19 17:29:59.452452
C07246,2024-07-03 17:29:59.452452,3,249.79423724873473,2022-12-23 17:29:59.452452
C07247,2023-02-28 17:29:59.452452,3,463.3633418960644,2023-02-26 17:29:59.452452
C07248,2023-06-03 17:29:59.452452,5,659.1418916978228,2024-06-29 17:29:59.452452
C07249,2024-06-28 17:29:59.452452,2,285.2404719058395,2022-07-02 17:29:59.452452
C07250,2022-11-17 17:29:59.452452,1,301.29048914794066,2024-06-02 17:29:59.452452
C07251,2023-07-02 17:29:59.452452,3,941.61343227823,2022-12-07 17:29:59.452452
C07252,2022-06-24 17:29:59.452452,4,335.89866161165213,2022-10-08 17:29:59.452452
C07253,2023-11-22 17:29:59.452452,1,715.5162256099215,2024-07-03 17:29:59.452452
C07254,2021-06-16 17:29:59.452452,7,249.91638572483453,2023-12-18 17:29:59.452452
C07255,2024-06-05 17:29:59.452452,9,648.7289806881547,2023-03-26 17:29:59.452452
C07256,2024-08-25 17:29:59.452452,7,376.55744829893786,2021-08-24 17:29:59.452452
C07257,2023-11-16 17:29:59.452452,3,591.352241040494,2024-06-13 17:29:59.452452
C07258,2024-08-27 17:29:59.452452,6,271.9372359362601,2021-03-16 17:29:59.452452
C07259,2023-07-11 17:29:59.452452,1,88.54002490412964,2023-01-13 17:29:59.452452
C07260,2024-07-30 17:29:59.452452,2,946.6058236875281,2023-07-22 17:29:59.452452
C07261,2024-03-15 17:29:59.452452,8,131.752943775506,2024-03-31 17:29:59.452452
C07262,2024-08-16 17:29:59.452452,2,121.15229005276578,2024-04-19 17:29:59.452452
C07263,2022-11-04 17:29:59.452452,3,222.26832286962727,2024-06-04 17:29:59.452452
C07264,2024-03-31 17:29:59.452452,4,931.8121413013619,2023-06-18 17:29:59.452452
C07265,2023-07-08 17:29:59.452452,2,148.65522151913734,2024-04-28 17:29:59.452452
C07266,2023-10-13 17:29:59.452452,8,657.9829850157985,2023-05-10 17:29:59.452452
C07267,2024-06-04 17:29:59.452452,2,87.53031772006656,2020-10-27 17:29:59.452452
C07268,2024-05-27 17:29:59.452452,5,130.69543149319458,2024-08-01 17:29:59.452452
C07269,2024-06-26 17:29:59.452452,7,242.58789111010435,2023-01-31 17:29:59.452452
C07270,2024-06-04 17:29:59.452452,6,183.1512558454896,2023-07-11 17:29:59.452452
C07271,2024-07-27 17:29:59.452452,10,342.0812538203247,2024-08-25 17:29:59.452452
C07272,2021-09-12 17:29:59.452452,2,56.2346627161464,2023-10-04 17:29:59.452452
C07273,2023-05-11 17:29:59.452452,3,112.71919600331901,2023-01-17 17:29:59.452452
C07274,2024-04-05 17:29:59.452452,6,979.5033933174466,2023-01-04 17:29:59.452452
C07275,2024-03-06 17:29:59.452452,4,939.2525946844789,2024-08-23 17:29:59.452452
C07276,2023-03-05 17:29:59.452452,2,118.83904708867695,2023-05-27 17:29:59.452452
C07277,2024-01-01 17:29:59.452452,5,555.8833739117981,2024-04-30 17:29:59.452452
C07278,2023-10-26 17:29:59.452452,1,263.5766888179766,2022-04-22 17:29:59.452452
C07279,2023-09-28 17:29:59.452452,2,871.1859308719986,2023-12-01 17:29:59.452452
C07280,2023-08-09 17:29:59.452452,3,119.22533604060567,2020-11-14 17:29:59.452452
C07281,2024-03-11 17:29:59.452452,5,472.14761294769573,2024-02-04 17:29:59.452452
C07282,2024-07-22 17:29:59.452452,7,754.9948593418703,2024-07-26 17:29:59.452452
C07283,2024-02-18 17:29:59.452452,6,126.85662499806146,2023-05-10 17:29:59.452452
C07284,2022-11-08 17:29:59.452452,5,527.2915219967038,2022-01-01 17:29:59.452452
C07285,2024-08-25 17:29:59.452452,2,910.8232848422381,2024-09-21 17:29:59.452452
C07286,2024-06-06 17:29:59.452452,2,50.13251176430075,2022-06-15 17:29:59.452452
C07287,2024-07-30 17:29:59.452452,4,73.77388035566229,2023-12-01 17:29:59.452452
C07288,2024-01-02 17:29:59.452452,1,187.5494905982098,2021-12-11 17:29:59.452452
C07289,2022-05-17 17:29:59.452452,6,153.88509406829712,2024-06-15 17:29:59.452452
C07290,2022-11-03 17:29:59.452452,2,400.3877648768803,2022-11-07 17:29:59.452452
C07291,2023-09-09 17:29:59.452452,3,646.1583837384327,2023-08-30 17:29:59.452452
C07292,2024-03-05 17:29:59.452452,5,189.03011272453045,2024-01-30 17:29:59.452452
C07293,2024-08-22 17:29:59.452452,8,966.6040754252789,2023-12-21 17:29:59.452452
C07294,2023-10-21 17:29:59.452452,1,194.60569224846097,2023-02-23 17:29:59.452452
C07295,2024-03-02 17:29:59.452452,3,358.17031018517525,2021-07-27 17:29:59.452452
C07296,2022-02-16 17:29:59.452452,10,759.2788848295377,2022-02-05 17:29:59.452452
C07297,2023-11-19 17:29:59.452452,5,388.94629447813765,2021-03-04 17:29:59.452452
C07298,2023-12-11 17:29:59.452452,10,111.35708412250366,2022-12-26 17:29:59.452452
C07299,2024-06-22 17:29:59.452452,2,308.20172537400083,2024-07-08 17:29:59.452452
C07300,2022-11-16 17:29:59.452452,1,360.23948582384594,2021-11-05 17:29:59.452452
C07301,2024-02-27 17:29:59.452452,3,55.673342263067795,2024-05-28 17:29:59.452452
C07302,2024-02-14 17:29:59.452452,3,226.8241763408588,2022-11-06 17:29:59.452452
C07303,2023-12-14 17:29:59.452452,1,445.60227041250823,2023-09-08 17:29:59.452452
C07304,2023-08-19 17:29:59.452452,1,761.510781973747,2024-03-12 17:29:59.452452
C07305,2024-02-28 17:29:59.452452,10,88.40012614907356,2022-08-10 17:29:59.452452
C07306,2021-07-16 17:29:59.452452,3,810.4826070934123,2024-01-26 17:29:59.452452
C07307,2023-02-16 17:29:59.452452,4,162.6456166916077,2023-06-08 17:29:59.452452
C07308,2023-10-15 17:29:59.452452,9,888.7324590423525,2024-07-09 17:29:59.452452
C07309,2022-12-04 17:29:59.452452,3,766.5514682192888,2024-09-16 17:29:59.452452
C07310,2024-08-12 17:29:59.452452,2,775.1791018251013,2022-10-11 17:29:59.452452
C07311,2021-04-04 17:29:59.452452,1,937.6559782153299,2024-01-12 17:29:59.452452
C07312,2024-08-05 17:29:59.452452,8,826.2525125526613,2024-02-11 17:29:59.452452
C07313,2023-12-24 17:29:59.452452,6,353.2653557438417,2024-09-15 17:29:59.452452
C07314,2024-05-23 17:29:59.452452,2,963.3068985433425,2022-04-05 17:29:59.452452
C07315,2024-04-14 17:29:59.452452,7,708.7903859829167,2022-04-06 17:29:59.452452
C07316,2021-04-05 17:29:59.452452,2,300.18087957832705,2024-03-03 17:29:59.452452
C07317,2024-02-18 17:29:59.452452,3,502.675933010574,2024-02-15 17:29:59.452452
C07318,2023-10-01 17:29:59.452452,4,289.9200635138116,2022-08-07 17:29:59.452452
C07319,2024-02-05 17:29:59.452452,6,995.2604892471729,2023-12-12 17:29:59.452452
C07320,2022-02-16 17:29:59.452452,3,816.2965204109337,2023-09-28 17:29:59.452452
C07321,2024-01-08 17:29:59.452452,3,262.81313682200323,2021-04-29 17:29:59.452452
C07322,2024-07-04 17:29:59.452452,1,215.3840187795595,2021-12-08 17:29:59.452452
C07323,2023-10-24 17:29:59.452452,3,349.1595816210652,2023-10-29 17:29:59.452452
C07324,2023-04-01 17:29:59.452452,5,191.82217275376794,2022-04-25 17:29:59.452452
C07325,2023-11-20 17:29:59.452452,5,483.2752834266542,2024-04-15 17:29:59.452452
C07326,2023-12-21 17:29:59.452452,5,831.1629388944878,2024-08-31 17:29:59.452452
C07327,2024-08-07 17:29:59.452452,8,57.126377800826695,2023-02-22 17:29:59.452452
C07328,2022-12-25 17:29:59.452452,5,428.53029933725907,2023-12-19 17:29:59.452452
C07329,2024-06-17 17:29:59.452452,1,131.76591688914763,2021-08-03 17:29:59.452452
C07330,2024-05-06 17:29:59.452452,2,73.56450225760004,2021-02-27 17:29:59.452452
C07331,2024-04-21 17:29:59.452452,2,729.6698307165877,2023-01-07 17:29:59.452452
C07332,2023-02-06 17:29:59.452452,8,612.3385860269824,2023-12-07 17:29:59.452452
C07333,2022-08-15 17:29:59.452452,4,359.7653576266856,2024-03-09 17:29:59.452452
C07334,2024-05-20 17:29:59.452452,1,373.5511335242857,2024-04-16 17:29:59.452452
C07335,2024-08-29 17:29:59.452452,8,383.62761863375533,2024-01-09 17:29:59.452452
C07336,2024-01-01 17:29:59.452452,2,429.34244841732175,2023-01-02 17:29:59.452452
C07337,2024-01-23 17:29:59.452452,7,999.9417623984269,2023-08-29 17:29:59.452452
C07338,2024-07-29 17:29:59.452452,1,161.4193162074463,2022-08-03 17:29:59.452452
C07339,2023-04-02 17:29:59.452452,3,429.5606128940612,2023-10-18 17:29:59.452452
C07340,2023-11-04 17:29:59.452452,6,971.2257518543,2023-01-24 17:29:59.452452
C07341,2022-07-27 17:29:59.452452,2,99.87775671355263,2024-01-22 17:29:59.452452
C07342,2024-02-20 17:29:59.452452,5,121.9118268690944,2020-12-01 17:29:59.452452
C07343,2022-12-06 17:29:59.452452,5,292.7925753145447,2021-02-01 17:29:59.452452
C07344,2023-11-03 17:29:59.452452,4,413.81178628449265,2021-06-02 17:29:59.452452
C07345,2024-01-01 17:29:59.452452,9,695.0593874754993,2023-05-30 17:29:59.452452
C07346,2024-06-01 17:29:59.452452,4,81.07462751733551,2023-02-24 17:29:59.452452
C07347,2024-04-29 17:29:59.452452,9,286.5025748839094,2023-06-15 17:29:59.452452
C07348,2024-06-07 17:29:59.452452,4,199.37072334573134,2023-03-20 17:29:59.452452
C07349,2023-03-11 17:29:59.452452,6,156.18846528916316,2023-09-07 17:29:59.452452
C07350,2022-02-07 17:29:59.452452,5,172.8827384172534,2020-01-23 17:29:59.452452
C07351,2024-07-06 17:29:59.452452,9,55.52333188579501,2021-12-08 17:29:59.452452
C07352,2024-02-04 17:29:59.452452,2,681.2341754733711,2023-08-01 17:29:59.452452
C07353,2024-04-19 17:29:59.452452,5,464.6966346657157,2020-02-12 17:29:59.452452
C07354,2024-04-24 17:29:59.452452,2,608.4376442686334,2023-07-21 17:29:59.452452
C07355,2024-06-06 17:29:59.452452,2,775.2113113383683,2022-08-22 17:29:59.452452
C07356,2023-02-19 17:29:59.452452,8,655.2147775908738,2022-10-11 17:29:59.452452
C07357,2021-03-05 17:29:59.452452,1,974.4384394655322,2021-05-22 17:29:59.452452
C07358,2022-04-04 17:29:59.452452,5,126.92066441754744,2023-06-01 17:29:59.452452
C07359,2024-05-17 17:29:59.452452,2,56.10972239913137,2022-05-26 17:29:59.452452
C07360,2022-10-14 17:29:59.452452,10,484.24657145512924,2024-01-23 17:29:59.452452
C07361,2023-03-04 17:29:59.452452,6,937.3200756069111,2022-10-09 17:29:59.452452
C07362,2024-05-24 17:29:59.452452,2,94.89671342776191,2024-04-23 17:29:59.452452
C07363,2024-04-20 17:29:59.452452,1,307.9349966450308,2023-11-04 17:29:59.452452
C07364,2023-09-20 17:29:59.452452,2,359.1558154961633,2023-07-23 17:29:59.452452
C07365,2024-03-17 17:29:59.452452,3,330.57442005428345,2023-02-03 17:29:59.452452
C07366,2024-07-05 17:29:59.452452,4,355.6193097195784,2021-03-23 17:29:59.452452
C07367,2023-10-29 17:29:59.452452,1,525.304391257538,2022-12-14 17:29:59.452452
C07368,2023-11-26 17:29:59.452452,10,841.3077941167519,2022-04-07 17:29:59.452452
C07369,2024-07-06 17:29:59.452452,2,675.3036380468917,2023-11-04 17:29:59.452452
C07370,2022-07-22 17:29:59.452452,1,123.75160992599868,2024-07-24 17:29:59.452452
C07371,2023-04-07 17:29:59.452452,2,754.9493444699931,2023-05-24 17:29:59.452452
C07372,2023-05-17 17:29:59.452452,1,278.71157428742185,2023-02-19 17:29:59.452452
C07373,2024-08-15 17:29:59.452452,1,790.1377960005527,2023-01-16 17:29:59.452452
C07374,2023-09-06 17:29:59.452452,2,995.6887395074857,2024-03-15 17:29:59.452452
C07375,2024-02-24 17:29:59.452452,8,310.90698612126516,2024-05-06 17:29:59.452452
C07376,2024-03-27 17:29:59.452452,9,164.34291302442193,2023-07-22 17:29:59.452452
C07377,2024-02-23 17:29:59.452452,5,206.53301399491056,2023-09-17 17:29:59.452452
C07378,2024-02-21 17:29:59.452452,5,867.986916578097,2024-09-11 17:29:59.452452
C07379,2023-11-27 17:29:59.452452,10,486.31015182938313,2023-01-05 17:29:59.452452
C07380,2024-02-15 17:29:59.452452,4,941.0255288045148,2024-09-11 17:29:59.452452
C07381,2024-09-07 17:29:59.452452,3,479.848282266125,2022-09-23 17:29:59.452452
C07382,2024-08-02 17:29:59.452452,6,766.3560624409678,2021-03-24 17:29:59.452452
C07383,2021-11-12 17:29:59.452452,2,286.81244987147517,2023-11-27 17:29:59.452452
C07384,2024-05-31 17:29:59.452452,1,865.7879036441902,2023-10-24 17:29:59.452452
C07385,2023-09-18 17:29:59.452452,6,431.4614100125498,2020-09-28 17:29:59.452452
C07386,2024-02-08 17:29:59.452452,4,358.50012800010563,2024-05-11 17:29:59.452452
C07387,2024-08-04 17:29:59.452452,2,148.85627241514612,2022-07-10 17:29:59.452452
C07388,2021-04-25 17:29:59.452452,2,298.85811501004446,2024-09-15 17:29:59.452452
C07389,2024-06-30 17:29:59.452452,9,56.669553934224865,2022-12-28 17:29:59.452452
C07390,2024-03-28 17:29:59.452452,9,165.56562204202586,2024-06-15 17:29:59.452452
C07391,2023-09-19 17:29:59.452452,6,327.29584895571526,2023-10-21 17:29:59.452452
C07392,2024-01-08 17:29:59.452452,6,306.03348721807515,2022-09-06 17:29:59.452452
C07393,2023-03-17 17:29:59.452452,4,941.0717842349629,2020-03-07 17:29:59.452452
C07394,2024-07-14 17:29:59.452452,2,461.34291621758126,2024-09-27 17:29:59.452452
C07395,2023-10-13 17:29:59.452452,2,786.1245829959518,2021-08-18 17:29:59.452452
C07396,2023-10-12 17:29:59.452452,2,198.02643958696066,2020-12-10 17:29:59.452452
C07397,2023-11-11 17:29:59.452452,9,462.9597313422654,2020-11-11 17:29:59.452452
C07398,2022-10-14 17:29:59.452452,10,990.026148456987,2024-07-10 17:29:59.452452
C07399,2023-05-06 17:29:59.452452,3,334.5276062684078,2023-04-11 17:29:59.452452
C07400,2023-11-27 17:29:59.452452,2,50.71850315836195,2024-02-24 17:29:59.452452
C07401,2024-07-02 17:29:59.452452,7,400.72444807184746,2023-11-01 17:29:59.452452
C07402,2022-11-30 17:29:59.452452,4,154.55677931864702,2023-10-20 17:29:59.452452
C07403,2024-05-23 17:29:59.452452,3,162.3697758934594,2024-01-18 17:29:59.452452
C07404,2024-04-04 17:29:59.452452,3,123.15351027799413,2021-07-08 17:29:59.452452
C07405,2024-01-28 17:29:59.452452,4,133.93231493600342,2023-12-02 17:29:59.452452
C07406,2024-03-01 17:29:59.452452,1,57.24712706965027,2023-08-13 17:29:59.452452
C07407,2023-02-13 17:29:59.452452,4,871.460868233439,2022-12-13 17:29:59.452452
C07408,2021-04-23 17:29:59.452452,5,232.00206215268702,2023-03-01 17:29:59.452452
C07409,2023-10-25 17:29:59.452452,5,212.07756334120447,2024-06-03 17:29:59.452452
C07410,2023-10-20 17:29:59.452452,4,719.3618951011925,2023-08-17 17:29:59.452452
C07411,2024-08-20 17:29:59.452452,5,489.19323878454486,2023-03-17 17:29:59.452452
C07412,2023-11-24 17:29:59.452452,3,280.96533812701557,2023-05-09 17:29:59.452452
C07413,2023-11-06 17:29:59.452452,4,509.9428892482261,2024-01-25 17:29:59.452452
C07414,2023-08-08 17:29:59.452452,1,260.4881072742818,2023-11-11 17:29:59.452452
C07415,2024-01-27 17:29:59.452452,2,323.8576597092138,2023-11-21 17:29:59.452452
C07416,2024-08-09 17:29:59.452452,6,137.76786991089648,2023-09-03 17:29:59.452452
C07417,2024-08-29 17:29:59.452452,5,199.12206760406673,2021-10-02 17:29:59.452452
C07418,2023-12-09 17:29:59.452452,6,199.3520522373012,2021-06-20 17:29:59.452452
C07419,2023-12-08 17:29:59.452452,4,223.0820758434924,2023-03-11 17:29:59.452452
C07420,2022-11-21 17:29:59.452452,3,418.66912126940383,2020-11-06 17:29:59.452452
C07421,2024-08-12 17:29:59.452452,1,417.77014629063666,2019-10-20 17:29:59.452452
C07422,2022-12-13 17:29:59.452452,2,136.01298836169184,2021-02-04 17:29:59.452452
C07423,2024-04-17 17:29:59.452452,2,598.4020401964588,2023-12-20 17:29:59.452452
C07424,2024-09-03 17:29:59.452452,4,949.4306375083077,2022-02-15 17:29:59.452452
C07425,2024-07-23 17:29:59.452452,2,110.31003560309495,2022-03-11 17:29:59.452452
C07426,2024-01-10 17:29:59.452452,6,62.68497920686211,2023-02-09 17:29:59.452452
C07427,2023-12-03 17:29:59.452452,7,491.40018105233213,2023-05-22 17:29:59.452452
C07428,2024-01-10 17:29:59.452452,5,144.69685359049618,2024-05-17 17:29:59.452452
C07429,2023-02-14 17:29:59.452452,4,81.82692469737393,2023-08-19 17:29:59.452452
C07430,2023-03-07 17:29:59.452452,8,140.77717618093385,2023-04-07 17:29:59.452452
C07431,2024-06-03 17:29:59.452452,2,980.1553261318293,2022-09-21 17:29:59.452452
C07432,2023-11-15 17:29:59.452452,4,191.31722021040778,2022-01-16 17:29:59.452452
C07433,2024-08-30 17:29:59.452452,2,391.1843239213004,2024-08-11 17:29:59.452452
C07434,2024-05-27 17:29:59.452452,1,245.82319749160825,2023-09-06 17:29:59.452452
C07435,2024-02-26 17:29:59.452452,2,153.61828592682014,2021-01-20 17:29:59.452452
C07436,2023-05-14 17:29:59.452452,2,653.3666252102561,2024-03-30 17:29:59.452452
C07437,2024-03-21 17:29:59.452452,6,202.76958516010367,2022-11-14 17:29:59.452452
C07438,2024-02-16 17:29:59.452452,2,287.90965377704805,2021-10-31 17:29:59.452452
C07439,2023-12-29 17:29:59.452452,9,80.89363340338754,2023-02-22 17:29:59.452452
C07440,2023-11-14 17:29:59.452452,10,772.8990700308004,2024-07-01 17:29:59.452452
C07441,2023-02-26 17:29:59.452452,7,198.4986841977989,2023-11-11 17:29:59.452452
C07442,2023-11-08 17:29:59.452452,9,74.322091373809,2024-02-22 17:29:59.452452
C07443,2024-04-20 17:29:59.452452,7,289.6508659033179,2024-09-04 17:29:59.452452
C07444,2023-04-24 17:29:59.452452,1,158.6679681715499,2021-05-24 17:29:59.452452
C07445,2024-03-26 17:29:59.452452,3,382.2178872556403,2021-04-19 17:29:59.452452
C07446,2022-11-07 17:29:59.452452,3,141.7341957789045,2024-06-30 17:29:59.452452
C07447,2024-02-17 17:29:59.452452,6,145.99063332407843,2023-07-14 17:29:59.452452
C07448,2024-02-20 17:29:59.452452,4,89.28663407290318,2023-11-14 17:29:59.452452
C07449,2023-01-07 17:29:59.452452,1,380.932724023363,2023-04-01 17:29:59.452452
C07450,2024-05-20 17:29:59.452452,3,80.33132068824523,2024-04-12 17:29:59.452452
C07451,2023-11-12 17:29:59.452452,4,479.68342776408406,2022-05-20 17:29:59.452452
C07452,2024-06-15 17:29:59.452452,2,232.33478189233037,2023-09-20 17:29:59.452452
C07453,2024-01-18 17:29:59.452452,6,363.094794404309,2024-10-02 17:29:59.452452
C07454,2023-08-16 17:29:59.452452,2,955.4164518056949,2024-02-12 17:29:59.452452
C07455,2023-04-27 17:29:59.452452,8,254.06898388924716,2024-08-17 17:29:59.452452
C07456,2021-04-08 17:29:59.452452,7,355.6406327432071,2023-10-05 17:29:59.452452
C07457,2023-09-03 17:29:59.452452,3,261.67688273141516,2023-11-04 17:29:59.452452
C07458,2024-06-15 17:29:59.452452,8,172.84629397712501,2020-10-06 17:29:59.452452
C07459,2023-12-02 17:29:59.452452,8,601.0556361285167,2021-03-10 17:29:59.452452
C07460,2023-12-20 17:29:59.452452,5,894.2449647933036,2024-07-30 17:29:59.452452
C07461,2024-07-10 17:29:59.452452,9,897.2610313538371,2023-08-11 17:29:59.452452
C07462,2024-05-15 17:29:59.452452,2,192.74533384686103,2024-03-22 17:29:59.452452
C07463,2021-05-19 17:29:59.452452,7,673.8922600554504,2023-10-25 17:29:59.452452
C07464,2024-08-17 17:29:59.452452,3,578.929447003974,2024-09-20 17:29:59.452452
C07465,2024-09-01 17:29:59.452452,7,988.734933343137,2022-12-28 17:29:59.452452
C07466,2023-12-01 17:29:59.452452,1,664.8277315107189,2023-08-11 17:29:59.452452
C07467,2023-05-22 17:29:59.452452,5,442.4481536574341,2020-11-26 17:29:59.452452
C07468,2023-02-17 17:29:59.452452,2,187.08757082529573,2024-03-06 17:29:59.452452
C07469,2022-11-29 17:29:59.452452,1,390.62891646721107,2024-04-06 17:29:59.452452
C07470,2023-10-25 17:29:59.452452,8,187.786303580326,2023-02-19 17:29:59.452452
C07471,2022-11-14 17:29:59.452452,5,770.7172321409757,2023-11-25 17:29:59.452452
C07472,2023-11-13 17:29:59.452452,10,141.04804041190454,2023-12-03 17:29:59.452452
C07473,2023-07-27 17:29:59.452452,6,56.323600029039575,2023-08-31 17:29:59.452452
C07474,2024-02-13 17:29:59.452452,7,116.69847627523555,2022-10-02 17:29:59.452452
C07475,2024-05-23 17:29:59.452452,5,433.55930410227086,2022-10-16 17:29:59.452452
C07476,2023-10-17 17:29:59.452452,2,315.6093988298972,2023-03-25 17:29:59.452452
C07477,2023-06-19 17:29:59.452452,6,499.19013663367105,2024-07-26 17:29:59.452452
C07478,2023-12-23 17:29:59.452452,3,58.89376459034218,2021-10-25 17:29:59.452452
C07479,2023-09-07 17:29:59.452452,9,385.9717220277777,2022-06-27 17:29:59.452452
C07480,2024-08-30 17:29:59.452452,1,838.5732895878864,2023-07-10 17:29:59.452452
C07481,2023-10-08 17:29:59.452452,6,554.3715171237926,2023-08-17 17:29:59.452452
C07482,2023-10-27 17:29:59.452452,4,280.5345331500276,2021-09-15 17:29:59.452452
C07483,2024-04-24 17:29:59.452452,6,97.52031472649962,2022-11-16 17:29:59.452452
C07484,2024-02-21 17:29:59.452452,4,884.5027662056845,2021-03-13 17:29:59.452452
C07485,2023-12-24 17:29:59.452452,10,151.4044832046386,2023-12-13 17:29:59.452452
C07486,2023-10-01 17:29:59.452452,2,623.8145636028021,2021-12-16 17:29:59.452452
C07487,2024-03-24 17:29:59.452452,5,59.60866844826968,2023-05-06 17:29:59.452452
C07488,2021-11-12 17:29:59.452452,2,970.791883859758,2022-04-18 17:29:59.452452
C07489,2024-07-28 17:29:59.452452,3,130.6057410163937,2023-12-07 17:29:59.452452
C07490,2022-10-09 17:29:59.452452,2,85.35821942520428,2023-11-17 17:29:59.452452
C07491,2024-06-27 17:29:59.452452,4,391.8274600970906,2024-06-13 17:29:59.452452
C07492,2024-06-15 17:29:59.452452,3,60.62860203098555,2021-06-27 17:29:59.452452
C07493,2024-06-08 17:29:59.452452,7,68.25540164217587,2023-05-28 17:29:59.452452
C07494,2024-05-18 17:29:59.452452,3,100.0968728386054,2021-03-30 17:29:59.452452
C07495,2023-05-02 17:29:59.452452,1,355.67785871339004,2019-10-28 17:29:59.452452
C07496,2023-11-12 17:29:59.452452,1,78.00589848621996,2021-04-06 17:29:59.452452
C07497,2024-07-10 17:29:59.452452,3,470.7755220367906,2022-08-22 17:29:59.452452
C07498,2023-01-31 17:29:59.452452,3,488.21859425717247,2022-11-24 17:29:59.452452
C07499,2023-10-09 17:29:59.452452,6,152.11015453277574,2023-04-04 17:29:59.452452
C07500,2023-04-22 17:29:59.452452,1,180.46353665431585,2024-05-07 17:29:59.452452
C07501,2024-06-10 17:29:59.452452,1,709.8039710747121,2024-03-31 17:29:59.452452
C07502,2022-12-09 17:29:59.452452,3,63.474772835779916,2023-03-29 17:29:59.452452
C07503,2024-07-24 17:29:59.452452,3,229.52172301031365,2024-07-04 17:29:59.452452
C07504,2024-07-08 17:29:59.452452,4,61.766280319077,2021-06-19 17:29:59.452452
C07505,2024-04-08 17:29:59.452452,2,608.7954094969234,2023-12-16 17:29:59.452452
C07506,2021-09-14 17:29:59.452452,2,100.25723181723211,2021-05-07 17:29:59.452452
C07507,2024-03-11 17:29:59.452452,1,446.7572949139792,2020-12-07 17:29:59.452452
C07508,2024-04-30 17:29:59.452452,10,430.964581946954,2024-03-22 17:29:59.452452
C07509,2022-11-05 17:29:59.452452,2,456.9325831416271,2020-03-30 17:29:59.452452
C07510,2022-07-17 17:29:59.452452,3,672.2129266119862,2024-09-09 17:29:59.452452
C07511,2023-09-04 17:29:59.452452,6,751.8870067767318,2023-02-15 17:29:59.452452
C07512,2021-01-08 17:29:59.452452,9,635.801683879599,2024-01-17 17:29:59.452452
C07513,2024-04-12 17:29:59.452452,1,226.09120893935057,2021-10-28 17:29:59.452452
C07514,2024-07-07 17:29:59.452452,4,102.07420156930979,2024-04-15 17:29:59.452452
C07515,2023-03-31 17:29:59.452452,8,438.5065736654668,2024-02-13 17:29:59.452452
C07516,2022-11-18 17:29:59.452452,2,178.5745219103091,2023-10-28 17:29:59.452452
C07517,2024-05-30 17:29:59.452452,10,197.46726541633484,2020-10-29 17:29:59.452452
